id,latitude,longitude,location,region,category,threat_level,fatalities,timestamp,hour,day_of_week,month,distance_from_nairobi,distance_from_mombasa,distance_from_kisumu
KEN000000,0.8431910002727693,34.657450157946485,Bungoma,Western,terrorism,medium,0,2021-06-06,0,6,6,3.040445818397586,6.999097292636115,0.9511215342767345
KEN000001,1.2478787658410144,40.54951155929122,Wajir,North Eastern,civil_unrest,low,0,2024-05-04,0,5,5,4.510718353863912,5.36427062219399,5.943187303109323
KEN000002,-0.05379356546717917,37.70058600933309,Isiolo,Eastern,armed_conflict,high,8,2025-06-14,0,5,6,1.5183846445492966,4.4485123637032595,2.9392846338451046
KEN000003,-0.2975862308266293,34.35937211400638,Kisumu,Nyanza,political,low,0,2024-10-30,0,2,10,2.655767539972505,6.497347419461736,0.4472622352096446
KEN000004,-0.03449967218000853,34.293013292455555,Kisumu,Nyanza,terrorism,medium,2,2022-03-13,0,6,3,2.8243276304508176,6.705573485498706,0.4735510154310559
KEN000005,4.023351165663848,42.332255307264134,Mandera,North Eastern,terrorism,medium,1,2021-08-11,0,2,8,7.656241682891886,8.495368056131198,8.621686614627993
KEN000006,0.26234240408880516,34.77194195274865,Bungoma,Western,violence,medium,2,2022-03-30,0,2,3,2.5726677171993972,6.520247056218259,0.3646862514202466
KEN000007,3.2879412526636074,35.7629223566175,Lodwar,Rift Valley,armed_conflict,medium,2,2022-12-20,0,1,12,4.700873485351884,8.30669755758333,3.5348980070720963
KEN000008,0.5862328293819941,34.48814101835855,Bungoma,Western,civil_unrest,low,0,2025-06-01,0,6,6,2.9957578677734142,6.94747703304888,0.7407930055066699
KEN000009,0.2665612247347694,35.00345357055798,Bungoma,Western,violence,medium,2,2025-10-24,0,4,10,2.395030736805296,6.351101244032742,0.4409417532343931
KEN000010,3.5151912999234933,35.41500347497187,Lodwar,Rift Valley,civil_unrest,low,0,2024-07-07,0,6,7,5.0089327680112,8.673147920337257,3.6759114852200265
KEN000011,-1.666534632666317,36.65481517140363,Nairobi,Nairobi,terrorism,medium,0,2024-12-03,0,1,12,0.41002272386666455,3.8380271602372145,2.455815118276995
KEN000012,-1.6383130700466002,37.31494048504894,Nairobi,Nairobi,civil_unrest,low,0,2023-01-04,0,2,1,0.6024553176530106,3.3649300903178267,2.979711452214957
KEN000013,1.4891552715115006,40.22943554740588,Wajir,North Eastern,armed_conflict,medium,0,2021-08-26,0,3,8,4.398486034096867,5.561048434697901,5.694606537464491
KEN000014,0.31268006497173584,35.429618510399855,Kabarnet,Rift Valley,civil_unrest,low,0,2024-11-08,0,4,11,2.1245627322378327,6.077983037360184,0.7862827766431849
KEN000015,-3.705789894092672,39.84389011703928,Mombasa,Coast,terrorism,medium,0,2022-05-23,0,0,5,3.8675991483513616,0.38067720296494606,6.230129734647472
KEN000016,-1.1131065463929024,37.21823634318934,Kiambu,Central,political,low,0,2023-11-16,0,3,11,0.43488061967268027,3.8196240276546054,2.656407884898343
KEN000017,-1.6247712859053862,37.21575418852708,Nairobi,Nairobi,civil_unrest,low,0,2021-10-16,0,5,10,0.5155495187528231,3.4445230512506155,2.888010609553035
KEN000018,-0.24142077865246414,39.377349087496796,Garissa,North Eastern,civil_unrest,low,0,2024-08-28,0,2,8,2.763014090619097,3.8131877292767307,4.617748252570578
KEN000019,0.8286105547524456,37.47529772466676,Isiolo,Eastern,violence,medium,4,2022-04-18,0,0,4,2.2190858125899786,5.34287204103672,2.8688013002219557
KEN000020,-1.7427962282455662,37.31175051079734,Nairobi,Nairobi,civil_unrest,low,0,2021-07-12,0,0,7,0.6656430072367572,3.293340559451536,3.0322126560898326
KEN000021,-1.7882684162839544,40.47734625600613,Lamu,Coast,civil_unrest,low,0,2021-10-15,0,4,10,3.688966037776298,2.3959939815865816,5.959147491729601
KEN000022,-3.92849277330083,40.15825385010426,Mombasa,Coast,civil_unrest,low,0,2023-09-24,0,6,9,4.252272788547127,0.503368094136928,6.615384330792073
KEN000023,0.2071611554785136,35.071813394679175,Kisumu,Nyanza,terrorism,medium,1,2023-08-14,0,0,8,2.3044711190314655,6.260582248023471,0.4380349781449473
KEN000024,2.6467167718737046,35.67586489550756,Lodwar,Rift Valley,civil_unrest,low,0,2026-02-02,0,0,2,4.102154802432813,7.790875434841894,2.8969364637262753
KEN000025,1.7841824271966555,39.88395124179604,Wajir,North Eastern,armed_conflict,medium,2,2021-10-26,0,1,10,4.340469027566448,5.831674808371368,5.45856175615129
KEN000026,-4.027199651698805,39.49115647294124,Mombasa,Coast,armed_conflict,medium,1,2022-11-23,0,2,11,3.82174047039587,0.177792327810131,6.146005271335322
KEN000027,-1.6131056799291543,36.473637042671086,Nairobi,Nairobi,civil_unrest,low,0,2023-04-17,0,0,4,0.473636710986658,4.013981693950618,2.2833231071645583
KEN000028,1.9771393165618187,39.60501612769165,Wajir,North Eastern,civil_unrest,low,0,2021-07-08,0,3,7,4.293443965998735,6.020970850440138,5.270802890087792
KEN000029,-0.7782697301106615,39.15726110183175,Garissa,North Eastern,violence,medium,1,2022-05-24,0,1,5,2.391219986158396,3.304964035063466,4.447249451054918
KEN000030,-4.282606376658286,39.183504540290386,Mombasa,Coast,political,low,0,2025-09-14,0,6,9,3.8105517177377397,0.5404641967991657,6.085076241637236
KEN000031,-2.125311781557647,40.860252890491516,Lamu,Coast,civil_unrest,low,0,2022-12-27,0,1,12,4.123413142175746,2.258414517997134,6.42536603150356
KEN000032,-4.504536867689766,39.78645388433789,Mombasa,Coast,violence,medium,0,2023-02-01,0,2,2,4.371307626104036,0.4759611061107724,6.680473149020903
KEN000033,3.7849366044531974,42.303648151855704,Mandera,North Eastern,civil_unrest,low,0,2024-12-05,0,3,12,7.471670729049232,8.26014567856175,8.484740002319436
KEN000034,-4.293483550783895,39.748744012343906,Mombasa,Coast,political,low,0,2022-11-29,0,1,11,4.192221259846565,0.2626387511144914,6.514404484227771
KEN000035,0.31194960103061176,36.1386232284962,Kabarnet,Rift Valley,civil_unrest,medium,3,2021-07-31,0,5,7,1.743514344375497,5.606055066894803,1.437858640202931
KEN000036,-0.2810815439229616,39.89247452943768,Garissa,North Eastern,violence,medium,3,2024-04-24,0,2,4,3.2327366517178318,3.769096934702478,5.133891884202735
KEN000037,2.1794150125520786,37.6069670164276,Marsabit,Eastern,terrorism,medium,2,2022-09-15,0,3,9,3.559177812733862,6.555406369250712,3.647096305319325
KEN000038,-0.4555951783079745,34.77502616869239,Kisumu,Nyanza,terrorism,high,8,2025-01-20,0,0,1,2.2112061862263976,6.067636372832047,0.35364634710872284
KEN000039,2.2064875901222543,38.19498436429666,Marsabit,Eastern,civil_unrest,low,0,2023-01-19,0,3,1,3.758387393182534,6.421270060195489,4.137327629631043
KEN000040,-1.1053605729030909,36.55470647129247,Nairobi,Nairobi,civil_unrest,low,0,2022-06-24,0,4,6,0.3259815875408663,4.280946769858861,2.0545567261878994
KEN000041,3.4800007832981725,42.29164333022359,Mandera,North Eastern,political,low,0,2023-03-10,0,4,3,7.25885927570445,7.967780051129855,8.338597544446
KEN000042,1.63130183137922,40.29440070584302,Wajir,North Eastern,political,low,0,2023-10-03,0,1,10,4.539222336457164,5.709247161353521,5.797913909315225
KEN000043,0.2518498628542627,35.69634084682883,Kabarnet,Rift Valley,violence,medium,1,2023-09-21,0,3,9,1.910671239720505,5.850273119859594,0.9994522589639003
KEN000044,0.4101430362906189,36.17582848335401,Kabarnet,Rift Valley,civil_unrest,low,0,2024-07-24,0,2,7,1.8207250641492125,5.659646199629455,1.504079371000284
KEN000045,-0.2213091433689785,35.2316143978146,Kisumu,Nyanza,violence,medium,1,2023-04-10,0,0,4,1.9171857904654848,5.855974278464048,0.48477472016139117
KEN000046,4.436317673286131,42.363636837073905,Mandera,North Eastern,civil_unrest,low,0,2025-02-04,0,1,2,7.970295867218405,8.897903546051216,8.85367643104218
KEN000047,-1.1146993155941431,36.93532824045789,Nairobi,Nairobi,civil_unrest,low,0,2024-11-07,0,3,11,0.21056345495132797,4.005803477840493,2.3978771010614137
KEN000048,-1.1104620284646138,37.21225360265834,Kiambu,Central,civil_unrest,low,0,2022-03-12,0,5,3,0.43054417637663844,3.8254913996876097,2.6498689170495537
KEN000049,1.8551878495418852,40.19394432162228,Wajir,North Eastern,civil_unrest,low,0,2024-10-25,0,4,10,4.612602705074335,5.922071042975687,5.774135914864818
KEN000050,1.975573480929038,38.416487625161494,Marsabit,Eastern,civil_unrest,low,0,2024-10-20,0,6,10,3.6359867535904296,6.147847545128868,4.20411884026672
KEN000051,2.7471458389577723,35.24890269351229,Lodwar,Rift Valley,armed_conflict,medium,2,2024-12-03,0,1,12,4.334723459893982,8.102040458630407,2.8906985616891303
KEN000052,-0.3783509340936794,35.083490636844445,Kisumu,Nyanza,political,low,0,2025-03-05,0,2,3,1.9639257800007548,5.869657368187702,0.4240383854812754
KEN000053,0.0881948286293653,34.3010121398411,Kisumu,Nyanza,terrorism,medium,1,2021-10-11,0,0,10,2.8740371287506865,6.773301092020028,0.49848118847815165
KEN000054,1.2234229851910212,35.230154771530295,Kapenguria,Rift Valley,civil_unrest,low,0,2021-04-23,0,4,4,2.976828641588296,6.887432263323989,1.4059609425002735
KEN000055,-1.564227988660224,36.783012366823456,Kiambu,Central,civil_unrest,low,0,2023-02-13,0,0,2,0.2748925066754864,3.8040895605713123,2.4946401592011846
KEN000056,-1.4381835884501988,36.67852686427826,Kiambu,Central,armed_conflict,medium,2,2021-03-01,0,0,3,0.20468578568423118,3.965579284637615,2.3364668575066734
KEN000057,0.3293468338719181,36.14274739714501,Kabarnet,Rift Valley,civil_unrest,low,0,2024-10-10,0,3,10,1.7579357476989812,5.616992566087362,1.4469017184957265
KEN000058,3.106909800808738,35.94781751783615,Lodwar,Rift Valley,violence,medium,0,2025-02-13,0,3,2,4.485009187642435,8.060372580290151,3.4212951465438484
KEN000059,-3.96750158219434,40.08559561308553,Mombasa,Coast,political,low,0,2022-11-12,0,5,11,4.220128277775655,0.4242580079762909,6.579089665017908
KEN000060,2.2150940665042342,40.26825247883674,Wajir,North Eastern,civil_unrest,low,0,2023-01-29,0,6,1,4.917088124948207,6.28729374744334,5.97427585510067
KEN000061,-0.6329578078404857,39.733983097557896,Garissa,North Eastern,civil_unrest,low,0,2023-07-26,0,2,7,2.9857488837086157,3.4111765507555507,5.000530277164974
KEN000062,3.4393108994143295,41.483696064141675,Mandera,North Eastern,armed_conflict,medium,1,2023-08-04,0,4,8,6.6421827468644326,7.699901617248613,7.5978635508283965
KEN000063,0.19690181005323726,35.622328584963796,Kabarnet,Rift Valley,armed_conflict,medium,2,2022-07-02,0,5,7,1.9120925631657524,5.860894387182713,0.9111220851422234
KEN000064,3.6722917460649995,42.000758563720176,Mandera,North Eastern,civil_unrest,low,0,2022-09-01,0,3,9,7.1739641364740665,8.060661990297639,8.163991476605256
KEN000065,3.0578446753883393,35.67448627090613,Lodwar,Rift Valley,civil_unrest,low,0,2021-06-29,0,1,6,4.498730592584143,8.147321372611932,3.2892341246565158
KEN000066,3.3496491368093015,35.79071760740334,Lodwar,Rift Valley,terrorism,medium,3,2025-04-08,0,1,4,4.754910322589825,8.348264721725183,3.6019633118116587
KEN000067,2.7622279855484697,35.30154459316947,Lodwar,Rift Valley,civil_unrest,low,0,2025-04-30,0,2,4,4.3300180112189315,8.086137078684725,2.9148550339884096
KEN000068,2.3683606371128367,37.9762574819956,Marsabit,Eastern,armed_conflict,medium,2,2021-12-25,0,5,12,3.838165352364557,6.631336691345727,4.054263147195223
KEN000069,1.0225747945640278,34.40312425717855,Bungoma,Western,civil_unrest,low,0,2024-04-07,0,6,4,3.347864319032582,7.306581717996715,1.180548559707099
KEN000070,-1.5691873357748003,37.254350522260744,Kiambu,Central,violence,high,5,2024-04-06,0,5,4,0.5136057299625534,3.45671700628317,2.8922929432286795
KEN000071,0.7899670147690149,38.00776851290678,Isiolo,Eastern,terrorism,medium,0,2025-01-05,0,6,1,2.396098325172173,5.11071776819956,3.366440668232057
KEN000072,2.8464956208771124,35.70489439379426,Lodwar,Rift Valley,violence,medium,0,2025-01-29,0,2,1,4.286685810441238,7.948574147851148,3.0958716913116393
KEN000073,0.9864602317984849,34.526300122318816,Bungoma,Western,terrorism,medium,2,2022-05-25,0,2,5,3.2344420737344226,7.19302678193068,1.1138196455045342
KEN000074,4.3514459010681,41.72939389911663,Mandera,North Eastern,civil_unrest,low,0,2021-04-08,0,3,4,7.478843941902351,8.644283485148767,8.269444968308806
KEN000075,2.012962871418856,37.78949591176647,Marsabit,Eastern,civil_unrest,low,1,2025-11-30,0,6,11,3.443788964570658,6.341156957844563,3.6934349941400946
KEN000076,-2.3153111652519724,40.926390269327584,Lamu,Coast,armed_conflict,medium,1,2023-10-20,0,4,10,4.230106554178172,2.137680846707096,6.549905888370089
KEN000077,0.2952304098188842,34.78827846665929,Kisumu,Nyanza,political,low,0,2021-05-02,0,6,5,2.579774092978452,6.529794463890073,0.39831814613291916
KEN000078,0.8430085819845737,35.41181608537319,Kapenguria,Rift Valley,civil_unrest,low,0,2022-09-06,0,1,9,2.5587155572969507,6.480337194197747,1.1472010233251415
KEN000079,1.452084295415821,39.85044773026101,Wajir,North Eastern,civil_unrest,low,1,2023-09-06,0,2,9,4.086887422192584,5.498605367109581,5.320822599299178
KEN000080,3.778417351697876,41.62642343343129,Mandera,North Eastern,civil_unrest,low,0,2024-12-15,0,6,12,6.985240986269525,8.063313839361069,7.885659062361204
KEN000081,2.026858774788031,39.6715379259204,Wajir,North Eastern,violence,medium,1,2024-05-01,0,2,5,4.374462670727271,6.070359692505502,5.351579180513752
KEN000082,0.13125607407282414,36.0780302367993,Kabarnet,Rift Valley,civil_unrest,low,0,2021-02-08,0,0,2,1.6060151737154502,5.506169921697704,1.3368721071342629
KEN000083,4.088020388351864,42.1967418037072,Mandera,North Eastern,violence,medium,0,2025-07-16,0,2,7,7.604907613379526,8.515582627118176,8.534506050488995
KEN000084,3.6119712786234492,42.28141194592496,Mandera,North Eastern,civil_unrest,low,0,2023-08-15,0,1,8,7.338677387207913,8.08919756046009,8.386962265125431
KEN000085,-0.5339502946459084,35.098778990703025,Kisumu,Nyanza,armed_conflict,medium,0,2021-02-15,0,0,2,1.8825347243567967,5.761644513032331,0.5477504567777193
KEN000086,1.9796720972102504,39.77224037859075,Wajir,North Eastern,civil_unrest,low,0,2025-05-26,0,0,5,4.4055647771456705,6.024070593293993,5.425836922966906
KEN000087,-1.2909086837938015,37.00560239642773,Nairobi,Nairobi,violence,medium,1,2021-03-18,0,3,3,0.1837062592499105,3.829645538767595,2.5393161086443974
